樣區編號,HJSU41,HJHsiu3,ELEV,BBSRegion,樣區類型,樣區編號,縣市,鄉鎮,地點 (樣區名稱),樣區所屬海拔段,調查月份,X67,Y67,X97,Y97,X_經度,Y_緯度,X_wgs84,Y_wgs84,調查NOTE,old樣區編號
328,35,West,1,3,預選,A35-07,嘉義市,西區,大溪厝,<1000m,"3月, 5月",188957,2598244,189786,2598038,"120°24'37.80""","23°29'03.54""",120.4105,23.484316,,
262,37,West,3,4,預選_建議必作,C37-05,南投縣,信義鄉,中橫沿線，塔塔加,>2500m,"5月, 6月",237659,2598169,238488,2597963,"120°53'14.26""","23°29'04.97""",120.887295,23.484713,,YS10
256,37,West,2,4,預選,B37-03,南投縣,信義鄉,石山服務站,1000-2500m,"4月, 6月",234957,2598244,235786,2598038,"120°51'39.03""","23°29'07.33""",120.860841,23.485369,,
300,27,West,1,3,預選,A27-37,嘉義縣,東石鄉,台糖東石農場,<1000m,"3月, 5月",159957,2599244,160786,2599038,"120°07'35.58""","23°29'31.25""",120.12655,23.492013,,
323,36,West,2,4,預選,B36-01,嘉義縣,竹崎鄉,靈岩十八洞,1000-2500m,"4月, 6月",218957,2599244,219786,2599038,"120°42'15.04""","23°29'39.05""",120.704178,23.49418,,
324,36,West,2,4,預選,B36-02,嘉義縣,阿里山鄉,森鐵41號隧道 ,1000-2500m,"4月, 6月",224957,2599244,225786,2599038,"120°45'46.52""","23°29'39.41""",120.762923,23.494281,,
677,19,East,1,2,自設,A19-13,花蓮縣,瑞穗鄉,奇美熨斗山,<1000m,"3月, 5月",293891,2599539,294720,2599333,"121°26'16.28""","23°29'47.44""",121.437855,23.49651,,
185,19,East,1,2,預選_建議必作,A19-03,花蓮縣,瑞穗鄉,花蓮縣德武,<1000m,"3月, 5月",292818,2599784,293647,2599578,"121°25'38.49""","23°29'55.50""",121.427357,23.498751,,ER19-04
320,32,West,2,4,預選,B32-09,嘉義縣,阿里山鄉,小笠原山,1000-2500m,"4月, 6月",230957,2600244,231786,2600038,"120°49'17.96""","23°30'12.20""",120.821656,23.503389,,
246,32,West,2,4,預選_建議必作,B32-01,南投縣,信義鄉,中橫沿線，夫妻樹,1000-2500m,"4月, 6月",238182,2601343,239011,2601137,"120°53'32.61""","23°30'48.16""",120.892392,23.513378,,YS09
248,32,West,2,4,預選_建議必作,B32-03,南投縣,信義鄉,南投縣中橫沿線，回頭灣東埔隧道,1000-2500m,"4月, 6月",239782,2601868,240611,2601662,"120°54'29.00""","23°31'05.26""",120.908056,23.518129,,YS13
305,34,West,1,3,預選_建議必作,A34-01,嘉義縣,新港鄉,嘉義縣月潭,<1000m,"3月, 5月",181940,2602140,182769,2601934,"120°20'29.88""","23°31'09.20""",120.341632,23.519221,,ER34-01
322,33,West,2,4,預選,B33-03,嘉義縣,竹崎鄉,出水坑,1000-2500m,"4月, 6月",211957,2602244,212786,2602038,"120°38'08.04""","23°31'16.05""",120.635568,23.521125,,
288,27,West,1,3,預選,A27-36,雲林縣,口湖鄉,水井,<1000m,"3月, 5月",165957,2603244,166786,2603038,"120°11'06.24""","23°31'42.41""",120.185066,23.528448,,
249,32,West,2,4,預選_建議必作,B32-04,南投縣,信義鄉,南投縣中橫沿線，同富隧道,1000-2500m,"4月, 6月",238921,2603503,239750,2603297,"120°53'58.61""","23°31'58.40""",120.899614,23.532888,,YS14
310,35,West,1,3,預選_建議必作,A35-01,嘉義縣,竹崎鄉,嘉義縣竹崎,<1000m,"3月, 5月",201972,2604015,202801,2603809,"120°32'15.84""","23°32'12.69""",120.537732,23.536857,,ER35-01
287,27,West,1,3,預選,A27-35,雲林縣,水林鄉,青埔橋,<1000m,"3月, 5月",168957,2604244,169786,2604038,"120°12'51.80""","23°32'15.46""",120.21439,23.537629,,
304,33,West,1,3,預選,A33-25,嘉義縣,民雄鄉,西昌村,<1000m,"3月, 5月",185957,2604244,186786,2604038,"120°22'51.16""","23°32'18.17""",120.380878,23.53838,,
247,32,West,2,4,預選_建議必作,B32-02,南投縣,信義鄉,南投縣中橫沿線，觀峰,1000-2500m,"4月, 6月",240082,2604132,240911,2603926,"120°54'39.53""","23°32'18.87""",120.91098,23.538575,,YS12
303,33,West,1,3,預選,A33-24,嘉義縣,梅山鄉,溪頭,<1000m,"3月, 5月",211957,2605244,212786,2605038,"120°38'07.77""","23°32'53.57""",120.635493,23.548215,,
184,19,East,1,2,預選_建議必作,A19-02,花蓮縣,瑞穗鄉,花蓮縣大肚滑,<1000m,"3月, 5月",289420,2605809,290249,2605603,"121°23'39.30""","23°33'11.68""",121.394249,23.553244,,ER19-03
302,33,West,1,3,預選_建議必作,A33-06,嘉義縣,民雄鄉,嘉義縣中正大學旁，二坪仔頂,<1000m,"3月, 5月",196792,2606194,197621,2605988,"120°29'12.93""","23°33'22.95""",120.486925,23.556374,,ER33-16
321,33,West,2,4,預選,B33-02,嘉義縣,梅山鄉,掘尺嶺山 (祝壽山),1000-2500m,"4月, 6月",210749,2606747,210749,2606747,"120°36'55.80""","23°33'48.96""",120.6155,23.5636,update20180310:originalxy_120.606055_23.566203;,
299,27,West,1,3,預選_建議必作,A27-01,嘉義縣,新港鄉,嘉義縣新港,<1000m,"3月, 5月",180756,2607134,180756,2607134,"120°19'18.05""","23°33'57.92""",120.32168,23.56609,update20180310:originalxy_120.314924_23.565337;,ER27-10
253,32,West,2,4,預選,B32-08,南投縣,信義鄉,隆華國小,1000-2500m,"4月, 6月",235957,2608244,236786,2608038,"120°52'13.95""","23°34'32.44""",120.870543,23.575678,,
301,33,West,1,3,預選_建議必作,A33-05,嘉義縣,溪口鄉,嘉義縣虎尾寮,<1000m,"3月, 5月",192884,2609252,193713,2609046,"120°26'54.71""","23°35'01.88""",120.44853,23.583856,,ER33-14
755,32,West,1,3,自設,A32-11,南投縣,信義鄉,和社自然教育園區,<1000m,"3月, 5月",237990,2609570,238819,2609364,"120°53'25.62""","23°35'15.60""",120.89045,23.587668,,
760,19,East,1,2,自設,A19-14,花蓮縣,光復鄉,富興社區,<1000m,"3月, 5月",288988,2609773,289817,2609567,"121°23'24.43""","23°35'20.58""",121.390119,23.58905,,
183,19,East,1,2,預選_建議必作,A19-01,花蓮縣,萬榮鄉,富源,<1000m,"3月, 5月",284741,2609813,285570,2609607,"121°20'54.65""","23°35'22.24""",121.348513,23.58951,,ER19-02
297,33,West,1,3,預選,A33-23,雲林縣,古坑鄉,華山國小,<1000m,"3月, 5月",207957,2610244,208786,2610038,"120°35'46.23""","23°35'35.76""",120.596176,23.593267,,
221,32,West,1,3,預選_建議必作,A32-04,南投縣,信義鄉,南投縣同富,<1000m,"3月, 5月",237824,2610291,238653,2610085,"120°53'19.74""","23°35'39.04""",120.888818,23.594177,,ER32-08
298,33,West,2,4,預選,B33-01,雲林縣,古坑鄉,草嶺國小,1000-2500m,"4月, 6月",217957,2611244,218786,2611038,"120°41'38.89""","23°36'09.08""",120.694136,23.602521,,
286,27,West,1,3,預選,A27-34,雲林縣,元長鄉,內寮村,<1000m,"3月, 5月",182957,2612244,183786,2612038,"120°21'04.11""","23°36'37.79""",120.351142,23.610496,,
179,18,East,1,2,預選_建議必作,A18-03,花蓮縣,光復鄉,花蓮縣光復鄉大豐村溪頭,<1000m,"3月, 5月",287424,2612218,288253,2612012,"121°22'29.50""","23°36'40.19""",121.374862,23.611165,,ER18-06
759,18,East,1,2,自設,A18-08,花蓮縣,光復鄉,花蓮大農大富平森園區,<1000m,"3月, 5月",291949,2613133,292778,2612927,"121°25'09.23""","23°37'09.52""",121.419231,23.619311,,
296,33,West,1,3,預選,A33-22,雲林縣,古坑鄉,古坑鄉農業休閒中心,<1000m,"3月, 5月",202972,2613223,203801,2613017,"120°32'50.07""","23°37'12.12""",120.547241,23.620032,,
285,27,West,1,3,預選,A27-33,雲林縣,大埤鄉,興安 (三塊厝),<1000m,"3月, 5月",186957,2614244,187786,2614038,"120°23'24.91""","23°37'43.37""",120.390254,23.628714,,
295,33,West,1,3,預選,A33-21,雲林縣,古坑鄉,柴土地公,<1000m,"3月, 5月",210930,2614208,211759,2614002,"120°37'30.73""","23°37'44.89""",120.625204,23.629135,,
207,19,East,2,4,預選,B19-01,花蓮縣,萬榮鄉,馬猴宛山,1000-2500m,"4月, 6月",279957,2614244,280786,2614038,"121°18'06.24""","23°37'46.63""",121.301732,23.629619,,
289,33,West,1,3,預選_建議必作,A33-04,雲林縣,古坑鄉,雲林縣古坑,<1000m,"3月, 5月",203990,2615216,204819,2615010,"120°33'25.77""","23°38'17.01""",120.557157,23.638058,,ER33-13
294,33,West,1,3,預選,A33-20,雲林縣,古坑鄉,台糖繁殖場,<1000m,"3月, 5月",203957,2616244,204786,2616038,"120°33'24.49""","23°38'50.42""",120.556802,23.647339,,
477,32,West,2,4,自設,B32-11,南投縣,鹿谷鄉,鳳凰林道,1000-2500m,"4月, 6月",229283,2617789,230112,2617583,"120°48'18.11""","23°39'42.48""",120.805031,23.661801,,
762,18,East,1,2,自設,A18-07,花蓮縣,光復鄉,花蓮縣光復馬太鞍濕地,<1000m,"3月, 5月",291383,2618098,292212,2617892,"121°24'49.77""","23°39'50.98""",121.413825,23.664162,,
278,27,West,1,3,預選_建議必作,A27-02,雲林縣,土庫鎮,雲林縣埤腳,<1000m,"3月, 5月",183035,2618194,183864,2617988,"120°21'05.91""","23°39'51.21""",120.351642,23.664225,,ER27-13
233,33,West,1,3,預選,A33-19,南投縣,竹山鎮,天梯步道,<1000m,"3月, 5月",221957,2618244,222786,2618038,"120°43'59.53""","23°39'56.89""",120.733204,23.665803,,
802,27,West,1,3,自設,A27-48,雲林縣,土庫鎮,土庫興新,<1000m,"3月, 5月",185492,2618523,186321,2618318,"120°22'32.56""","23°40'2.28""",120.375711,23.6673,,
476,32,West,2,4,自設,B32-10,南投縣,鹿谷鄉,溪頭森林遊樂區,1000-2500m,"4月, 6月",228821,2618867,229650,2618661,"120°48'01.75""","23°40'17.51""",120.800487,23.67153,,
729,33,West,1,3,自設,A33-32,南投縣,竹山鎮,大鞍林道,<1000m,"3月, 5月",222222,2619537,223051,2619331,"120°44'08.80""","23°40'38.94""",120.735778,23.677483,,
910,18,East,2,4,自設,B18-03,花蓮縣,萬榮鄉,光復林道19k,1000-2500m,"4月, 6月",285713,2619711,286542,2619505,"121°21'29.81""","23°40'43.91""",121.35828,23.67886,,
224,32,West,1,3,預選,A32-07,南投縣,信義鄉,茅埔田仔,<1000m,"3月, 5月",232832,2620893,233661,2620687,"120°50'23.24""","23°41'23.53""",120.839789,23.68987,,
178,18,East,1,2,預選_建議必作,A18-02,花蓮縣,鳳林鎮,花蓮縣中心埔,<1000m,"3月, 5月",297456,2621048,298285,2620842,"121°28'24.44""","23°41'26.26""",121.473456,23.690629,,ER18-03
772,33,West,1,3,自設,A33-38,雲林縣,斗六市,雲科大,<1000m,"3月, 5月",201794,2621220,202623,2621015,"120°32'7.60""","23°41'31.97""",120.535444,23.692214,,
796,18,East,1,2,自設,A18-09,花蓮縣,鳳林鎮,彥頭ㄟ生態農場,<1000m,"3月, 5月",296156,2621238,296985,2621032,"121°27'38.57""","23°41'32.58""",121.460714,23.692383,,
259,31,West,3,4,預選,C31-01,南投縣,信義鄉,人倫工作站,>2500m,"5月, 6月",244957,2621244,245786,2621038,"120°57'31.24""","23°41'35.22""",120.958679,23.693117,,
223,32,West,1,3,預選,A32-06,南投縣,信義鄉,木山石洞,<1000m,"3月, 5月",231914,2621336,232743,2621130,"120°49'50.82""","23°41'37.90""",120.830782,23.693861,,
293,33,West,1,3,預選,A33-18,雲林縣,斗南鎮,田頭里,<1000m,"3月, 5月",197405,2622305,198234,2622099,"120°29'32.53""","23°42'06.74""",120.492369,23.701871,,
728,33,West,1,3,自設,A33-31,雲林縣,斗六市,芭蕉溪沿岸生態野域,<1000m,"3月, 5月",200166,2622365,200995,2622159,"120°31'10.00""","23°42'09.00""",120.519444,23.7025,,
290,33,West,1,3,預選_建議必作,A33-08,雲林縣,斗六市,雲林湖本,<1000m,"3月, 5月",211290,2622426,212119,2622220,"120°37'42.68""","23°42'12.06""",120.628523,23.70335,,TW17-01
909,32,West,2,4,自設,B32-13,南投縣,信義鄉,巒大89林班,1000-2500m,"4月, 6月",240197,2622629,241026,2622423,"120°54'43.18""","23°42'20.17""",120.91199,23.7056,,
929,32,West,2,4,自設,B32-14,南投縣,鹿谷鄉,圓山坑林道,1000-2500m,"4月, 6月",230256,2623039,231085,2622833,"120°48'52.20""","23°42'33.20""",120.8145,23.70922,,
284,27,West,1,3,預選,A27-32,雲林縣,土庫鎮,潮厝橋,<1000m,"3月, 5月",181925,2623364,182754,2623158,"120°20'25.89""","23°42'39.10""",120.340526,23.710861,,
232,33,West,1,3,預選,A33-17,南投縣,鹿谷鄉,山豬湖產業道路,<1000m,"3月, 5月",224957,2623244,225786,2623038,"120°45'45.12""","23°42'39.60""",120.762533,23.711,,
252,32,West,2,4,預選,B32-07,南投縣,信義鄉,人倫林道 (坍方) 段過,1000-2500m,"4月, 6月",243957,2623244,244786,2623038,"120°56'55.92""","23°42'40.23""",120.948866,23.711174,,
177,18,East,1,2,預選_建議必作,A18-01,花蓮縣,萬榮鄉,花蓮縣萬榮林道,<1000m,"3月, 5月",288140,2623442,288969,2623236,"121°22'55.82""","23°42'44.99""",121.382173,23.712498,,ER18-02
283,27,West,1,3,預選,A27-31,雲林縣,虎尾鎮,再興牧場,<1000m,"3月, 5月",195767,2623865,196596,2623659,"120°28'34.50""","23°42'57.25""",120.47625,23.715903,,
683,33,West,1,3,自設,A33-27,雲林縣,林內鄉,湖本,<1000m,"3月, 5月",211287,2625058,212116,2624852,"120°37'42.33""","23°43'37.61""",120.628425,23.727114,,
282,27,West,1,3,預選,A27-30,雲林縣,虎尾鎮,海墘厝,<1000m,"3月, 5月",185754,2625247,186583,2625041,"120°22'40.78""","23°43'40.86""",120.377995,23.728018,,
766,33,West,1,3,自設,A33-37,南投縣,鹿谷鄉,鳳凰谷鳥園,<1000m,"3月, 5月",228384,2625211,229213,2625005,"120°47'46.02""","23°43'43.73""",120.796117,23.728814,,
245,31,West,2,4,預選,B31-02,南投縣,信義鄉,北支線林道叉路口,1000-2500m,"4月, 6月",245957,2625244,246786,2625038,"120°58'06.51""","23°43'45.26""",120.968476,23.729239,,
798,27,West,1,3,自設,A27-47,雲林縣,虎尾鎮,雲林惠來厝,<1000m,"3月, 5月",196217,2625860,197046,2625654,"120°28'50.14""","23°44'2.15""",120.480594,23.733931,,
292,33,West,1,3,預選,A33-16,雲林縣,林內鄉,湖本橋,<1000m,"3月, 5月",208835,2625911,209664,2625705,"120°36'15.67""","23°44'05.13""",120.604354,23.734759,,
843,32,West,2,4,自設,B32-12,南投縣,信義鄉,巒大58林班,1000-2500m,"4月, 6月",242929,2626483,243758,2626277,"120°56'19.58""","23°44'25.50""",120.93877,23.74042,,
182,18,East,1,2,預選,A18-06,花蓮縣,壽豐鄉,蕃薯寮休憩區,<1000m,"3月, 5月",305957,2627244,306786,2627038,"121°33'25.37""","23°44'46.67""",121.557046,23.746298,,
181,18,East,1,2,預選,A18-05,花蓮縣,壽豐鄉,蕃薯寮溪流域間,<1000m,"3月, 5月",302957,2627244,303786,2627038,"121°31'39.43""","23°44'47.04""",121.527619,23.746401,,
244,31,West,2,4,預選,B31-01,南投縣,信義鄉,下加年端社,1000-2500m,"4月, 6月",257957,2627244,258786,2627038,"121°05'10.28""","23°44'50.20""",121.086188,23.747278,,
180,18,East,1,2,預選,A18-04,花蓮縣,鳳林鎮,鳳義坑,<1000m,"3月, 5月",294240,2627930,294240,2627930,"121°26'02.44""","23°45'17.10""",121.43401,23.75475,update20180310:originalxy_121.439335_23.746677;,
684,33,West,1,3,自設,A33-28,雲林縣,林內鄉,龍過脈,<1000m,"3月, 5月",210611,2628267,211440,2628061,"120°37'18.16""","23°45'21.87""",120.621711,23.756075,,
251,32,West,2,4,預選,B32-06,南投縣,水里鄉,郡坑村（巒大林區守衛室）,1000-2500m,"4月, 6月",236957,2628244,237786,2628038,"120°52'48.63""","23°45'22.63""",120.880175,23.756285,,
812,18,East,1,2,自設,A18-10,花蓮縣,鳳林鎮,鳳林林田村,<1000m,"3月,5月",249171,2544489,298841,2628482,"121°28'44.98""","23°45'34.56""",121.47916,23.7596,,
754,32,West,1,3,自設,A32-10,南投縣,水里鄉,水里興隆國小,<1000m,"3月, 5月",234463,2629032,235292,2628826,"120°51'20.52""","23°45'48.17""",120.8557,23.76338,,
753,33,West,1,3,自設,A33-34,南投縣,鹿谷鄉,水里線浸林道,<1000m,"3月, 5月",227704,2629081,228533,2628875,"120°47'21.80""","23°45'49.49""",120.789388,23.763746,,
176,17,East,1,2,預選,A17-19,花蓮縣,壽豐鄉,蜈蚣坑（牛山風景區）,<1000m,"3月, 5月",305957,2629244,306786,2629038,"121°33'25.64""","23°45'51.69""",121.557123,23.764357,原樣區編號為「A17-10」，因實際認養位置並不在此樣區，故改為自設樣區「花蓮壽豐山邊路」，並將原樣區編號「A17-10」變更為「花蓮壽豐山邊路」已減少調查者困擾，此樣區則改稱「A17-19」。,
281,27,West,1,3,預選,A27-29,雲林縣,崙背鄉,奉天宮（崙背橋）,<1000m,"3月, 5月",182893,2629333,183722,2629127,"120°20'59.11""","23°45'53.27""",120.349752,23.764797,,
222,32,West,1,3,預選,A32-05,南投縣,水里鄉,新山橋（新中橫公路水里玉山線）,<1000m,"3月, 5月",234957,2629244,235786,2629038,"120°51'37.96""","23°45'55.08""",120.860545,23.765299,,
727,33,West,1,3,自設,A33-30,南投縣,竹山鎮,下坪熱帶植物園,<1000m,"3月, 5月",215848,2630158,216677,2629952,"120°40'22.95""","23°46'23.78""",120.673042,23.773272,,
291,33,West,1,3,預選,A33-15,雲林縣,林內鄉,烏塗水力發電廠（林內電廠）,<1000m,"3月, 5月",207929,2631117,208758,2630911,"120°35'43.16""","23°46'54.28""",120.595322,23.781744,,
280,27,West,1,3,預選,A27-28,雲林縣,麥寮鄉,坤安橋（後安村）,<1000m,"3月, 5月",170565,2631988,171394,2631782,"120°13'43.21""","23°47'17.56""",120.228669,23.788212,,
817,32,West,1,3,自設,A32-12,南投縣,水里鄉,民和村大灣,<1000m,"3月,5月",238033,2631843,238862,2631637,"120°53'26.52""","23°47'19.65""",120.8907,23.78879,,
240,30,West,1,3,預選_建議必作,A30-03,南投縣,信義鄉,南投縣地利,<1000m,"3月, 5月",243070,2632206,243899,2632000,"120°56'24.47""","23°47'31.55""",120.94013,23.792096,2016年起更正樣區類別，由B30-03改為A30-03,ER32-04
279,27,West,1,3,預選,A27-27,雲林縣,崙背鄉,豐榮村（豐榮橋）,<1000m,"3月, 5月",179912,2633283,180741,2633077,"120°19'13.16""","23°48'01.21""",120.320321,23.800336,,
206,18,East,2,4,預選,B18-02,花蓮縣,萬榮鄉,林田山（林田山瞭望台）,1000-2500m,"4月, 6月",288957,2633244,289786,2633038,"121°23'25.62""","23°48'03.55""",121.390449,23.800987,,
205,18,East,2,4,預選,B18-01,花蓮縣,萬榮鄉,向山（平林山）,1000-2500m,"4月, 6月",283957,2633244,284786,2633038,"121°20'28.97""","23°48'03.97""",121.341381,23.801103,,
778,27,West,1,3,自設,A27-46,雲林縣,二崙鄉,二崙自然步道,<1000m,"3月, 5月",186376,2633766,187205,2633561,"120°23'1.44""","23°48'17.89""",120.383733,23.804969,,
752,32,West,1,3,自設,A32-09,南投縣,水里鄉,水里木工廠,<1000m,"3月, 5月",234526,2633829,235355,2633623,"120°51'22.58""","23°48'24.11""",120.856271,23.806696,,
277,33,West,1,3,預選,A33-14,彰化縣,溪州鄉,溪州農耕橋,<1000m,"3月, 5月",206935,2634338,207764,2634132,"120°35'07.71""","23°48'38.89""",120.585476,23.810802,原名農耕橋2017更名為溪州農耕橋,
204,17,East,2,4,預選,B17-02,花蓮縣,萬榮鄉,西林村（平林山）,1000-2500m,"4月, 6月",290957,2635244,291786,2635038,"121°24'36.48""","23°49'08.38""",121.410133,23.818995,,
274,27,West,1,3,預選,A27-26,彰化縣,大城鄉,興山公園,<1000m,"3月, 5月",179957,2636244,180786,2636038,"120°19'14.25""","23°49'37.46""",120.320624,23.827073,,
500,33,West,1,3,自設,A33-26,南投縣,集集鎮,集集火車站,<1000m,"3月, 5月",228121,2636351,228950,2636145,"120°47'36.15""","23°49'45.83""",120.793375,23.829398,,
710,33,West,1,3,自設,A33-29,南投縣,集集鎮,樂園（集集綠色隧道）,<1000m,"3月, 5月",222707,2636999,223536,2636793,"120°44'24.80""","23°50'06.60""",120.740222,23.835167,,
690,32,West,1,3,自設,A32-08,南投縣,水里鄉,車埕,<1000m,"3月, 5月",235335,2637112,236164,2636906,"120°51'51.05""","23°50'10.84""",120.864181,23.836344,,
175,17,East,1,2,預選,A17-09,花蓮縣,壽豐鄉,樹湖村（大樹腳）,<1000m,"3月, 5月",296957,2637244,297786,2637038,"121°28'08.71""","23°50'12.79""",121.469087,23.836886,,
174,17,East,1,2,預選,A17-08,花蓮縣,壽豐鄉,原荖腦山東南方,<1000m,"3月, 5月",295957,2637244,296786,2637038,"121°27'33.38""","23°50'12.90""",121.459271,23.836916,,
273,27,West,1,3,預選,A27-25,彰化縣,竹塘鄉,田頭橋,<1000m,"3月, 5月",193814,2637400,194643,2637194,"120°27'23.72""","23°50'16.98""",120.45659,23.838051,,
173,17,East,1,2,預選,A17-07,花蓮縣,壽豐鄉,原荖腦山東方,<1000m,"3月, 5月",295957,2638244,296786,2638038,"121°27'33.49""","23°50'45.40""",121.459302,23.845945,,
172,17,East,1,2,預選,A17-06,花蓮縣,秀林鄉,呂華礦場,<1000m,"3月, 5月",290957,2638244,291786,2638038,"121°24'36.78""","23°50'45.90""",121.410218,23.846084,,
220,32,West,1,3,預選_建議必作,A32-03,南投縣,集集鎮,集興產業道路，湖桶,<1000m,"3月, 5月",229602,2638444,230431,2638238,"120°48'28.39""","23°50'53.94""",120.807885,23.848316,,ER32-03
809,27,West,1,3,自設,A27-49,彰化縣,竹塘鄉,竹塘,<1000m,"3月, 5月",189753,2638739,190582,2638534,"120°25'31.70""","23°51'39.87""",120.41667,23.85,,
735,17,East,1,2,自設,A17-10,花蓮縣,壽豐鄉,花蓮壽豐山邊路,<1000m,"3月, 5月",298536,2639301,299365,2639095,"121°29'04.76""","23°51'19.49""",121.484656,23.855413,2014年以前均誤以為是「蜈蚣坑（牛山風景區）」樣區,
219,32,West,1,3,預選_建議必作,A32-02,南投縣,魚池鄉,南投日月潭,<1000m,"3月, 5月",238654,2639430,239483,2639224,"120°53'48.28""","23°51'26.29""",120.896744,23.857304,,ER32-02
250,32,West,2,4,預選,B32-05,南投縣,水里鄉,明湖水庫（高山巷）,1000-2500m,"4月, 6月",233957,2640244,234786,2640038,"120°51'02.23""","23°51'52.62""",120.85062,23.864617,,
227,33,West,1,3,預選,A33-03,南投縣,南投市,蓮蕉,<1000m,"3月, 5月",216957,2642244,217786,2642038,"120°41'01.18""","23°52'56.73""",120.683662,23.882424,,ER33-07
217,30,West,1,3,預選,A30-01,南投縣,仁愛鄉,武界林道（久久巢山）,<1000m,"3月, 5月",254957,2642244,255786,2642038,"121°03'24.54""","23°52'57.86""",121.056818,23.882738,,
506,27,West,1,3,自設,A27-38,彰化縣,芳苑鄉,路上村,<1000m,"3月, 5月",181355,2643834,182184,2643628,"120°20'02.38""","23°53'44.39""",120.333995,23.895664,,
747,33,West,1,3,自設,A33-35,南投縣,南投市,千秋里,<1000m,"3月, 5月",219118,2643715,219947,2643509,"120°42'17.46""","23°53'44.69""",120.70485,23.895747,,
272,27,West,1,3,預選,A27-24,彰化縣,二林鎮,二林國小,<1000m,"3月, 5月",184957,2644244,185786,2644038,"120°22'09.66""","23°53'58.25""",120.36935,23.899515,,
170,17,East,1,2,預選_建議必作,A17-04,花蓮縣,壽豐鄉,花蓮縣東華,<1000m,"3月, 5月",303912,2644319,304741,2644113,"121°32'15.44""","23°54'01.97""",121.537621,23.900546,,ER17-06
243,30,West,2,4,預選,B30-06,南投縣,仁愛鄉,卓社林道（武界隧道）,1000-2500m,"4月, 6月",251957,2644244,252786,2644038,"121°01'38.50""","23°54'02.90""",121.027362,23.900806,,
242,30,West,2,4,預選,B30-05,南投縣,仁愛鄉,萬大林道登山口（三來稜山）,1000-2500m,"4月, 6月",260957,2645244,261786,2645038,"121°06'56.74""","23°54'35.26""",121.115762,23.909794,,
216,29,West,1,3,預選,A29-15,南投縣,魚池鄉,大雁村（山渣腳）,<1000m,"3月, 5月",239957,2645244,240786,2645038,"120°54'34.20""","23°54'35.32""",120.9095,23.909811,,
218,32,West,1,3,預選_建議必作,A32-01,南投縣,魚池鄉,蓮華池,<1000m,"3月, 5月",237966,2646004,238795,2645798,"120°53'23.78""","23°54'59.98""",120.889939,23.916661,,ER32-01
169,17,East,1,2,預選_建議必作,A17-03,花蓮縣,壽豐鄉,花蓮縣鯉魚潭,<1000m,"3月, 5月",301881,2646548,302710,2646342,"121°31'03.92""","23°55'14.67""",121.517755,23.920741,,ER17-04
751,33,West,1,3,自設,A33-36,南投縣,中寮鄉,中寮龍南路,<1000m,"3月, 5月",222200,2646910,223029,2646704,"120°44'06.22""","23°55'28.76""",120.735061,23.924656,,
276,33,West,1,3,預選,A33-13,彰化縣,永靖鄉,永靖國中,<1000m,"3月, 5月",203937,2647240,204766,2647034,"120°33'20.36""","23°55'37.99""",120.555656,23.927219,,
726,17,East,1,2,自設,A17-18,花蓮縣,壽豐鄉,新鯉魚潭,<1000m,"3月, 5月",301076,2647330,301905,2647124,"121°30'35.56""","23°55'40.18""",121.509878,23.927828,,
226,33,West,1,3,預選_建議必作,A33-02,南投縣,中寮鄉,南投縣中心仔,<1000m,"3月, 5月",230011,2647258,230840,2647052,"120°48'42.43""","23°55'40.47""",120.811785,23.927908,,ER33-05
225,33,West,1,3,預選_建議必作,A33-01,南投縣,中寮鄉,南投縣爽文村,<1000m,"3月, 5月",225956,2647426,226785,2647220,"120°46'19.02""","23°55'45.74""",120.771949,23.929371,,ER33-04
275,33,West,1,3,預選,A33-12,彰化縣,員林鎮,青山國小（柴頭井橋）,<1000m,"3月, 5月",208957,2648244,209786,2648038,"120°36'17.78""","23°56'11.11""",120.60494,23.936419,,
764,33,West,1,3,自設,A33-33,南投縣,南投市,南投市光明里,<1000m,"3月, 5月",218753,2648254,219582,2648048,"120°42'04.23""","23°56'12.22""",120.701175,23.936728,,
263,27,West,1,3,預選_建議必作,A27-03,彰化縣,芳苑鄉,永興,<1000m,"3月, 5月",179035,2648518,179864,2648312,"120°18'39.56""","23°56'16.28""",120.310988,23.937856,,NEW E100
782,30,West,2,4,自設,B30-08,南投縣,仁愛鄉,奧萬大森林遊樂區,1000-2500m,"4月, 6月",267877,2649545,268706,2649339,"121°11'1.63""","23°56'54.83""",121.183786,23.948564,,
750,29,West,1,3,自設,A29-27,南投縣,國姓鄉,九份二山堰塞湖,<1000m,"3月, 5月",234368,2649609,235197,2649404,"120°51'16.42""","23°56'57.08""",120.854561,23.949189,,
808,17,East,1,2,自設,A17-22,花蓮縣,吉安鄉,初英五十甲,<1000m,"3月, 5月",303749,2649761,304578,2649556,"121°32'10.40""","23°56'58.90""",121.536222,23.949694,,
749,29,West,1,3,自設,A29-26,南投縣,國姓鄉,九份二山地震園區,<1000m,"3月, 5月",233297,2650528,234126,2650322,"120°50'38.51""","23°57'26.89""",120.844031,23.957469,,
758,17,East,1,2,自設,A17-21,花蓮縣,秀林鄉,銅門,<1000m,"3月, 5月",299020,2651634,299849,2651428,"121°29'23.37""","23°58'00.33""",121.489825,23.966757,,
702,17,East,1,2,自設,A17-17,花蓮縣,吉安鄉,楓林步道,<1000m,"3月, 5月",304792,2651734,305621,2651528,"121°32'47.55""","23°58'02.89""",121.546542,23.967469,,
