id,species_ori,vernacularName,scientificName,taxonRank,type,source_latest_only,species_code_ntu,species_nr,statusTW
1096,灰背鷗,灰背鷗,Larus schistisagus,species,NA,NA,B0250,285,nonbreeding
1097,東方灰林鴞,東方灰林鴞,Strix nivicolum,species,NA,NA,B0300,347,breed
1098,南亞夜鷹,南亞夜鷹,Caprimulgus affinis,species,NA,NA,B0302,353,breed
1099,黃眉黃鶲,黃眉黃鶲,Ficedula narcissina,species,NA,NA,B0450,612,nonbreeding
1100,普通朱頂雀,普通朱頂雀,Acanthis flammea,species,NA,NA,B0521,729,nonbreeding
1101,孔雀,孔雀屬,Pavo sp.,genus,NA,NA,NA,759,introduced
1102,栗耳鳳眉,栗耳鳳眉,Staphida torqueola,species,NA,NA,NA,555,nonbreeding
1103,虎皮鸚鵡,虎皮鸚鵡,Melopsittacus undulatus,species,NA,NA,NA,796,introduced
1104,大短趾百靈,賽氏短趾百靈,Calandrella dukhunensis,species,NA,NA,NA,442,nonbreeding
1105,嘰咋柳鶯,嘰喳柳鶯,Phylloscopus collybita,species,NA,NA,NA,497,nonbreeding
1106,鷹科,鷹科,Accipitridae,family,NA,NA,NA,133,NA
1107,畫眉科,畫眉科,Timaliidae,family,NA,NA,NA,560,NA
1108,鶇科,鶇科,Turdidae,family,NA,NA,NA,633,NA
1109,鶺鴒科,鶺鴒科,Motacillidae,family,NA,NA,NA,675,NA
1110,鵐科,鵐科,Emberizidae,family,NA,NA,NA,699,NA
1111,家鴨,綠頭鴨(馴化),Anas platyrhynchos (Domestic type),species,NA,NA,B0076_domestic,825,domestic
1112,雁鴨科,雁鴨科,Anatidae,family,NA,NA,NA,1,NA
1113,雁屬,雁屬,Anser sp.,genus,NA,NA,NA,769,NA
1114,啄木鳥科,啄木鳥科,Picidae,family,NA,NA,NA,380,NA
1115,雲雀屬,雲雀屬,Alauda sp.,genus,NA,NA,NA,770,NA
1116,噪眉屬,噪眉科,Leiothrichidae,family,NA,NA,NA,566,NA
1117,澤鵟屬,澤鵟屬,Circus sp.,genus,NA,NA,NA,774,NA
1118,鷸鴴類,鴴形目,Charadriiformes sp.,order,NA,NA,NA,746,NA
1119,柳鶯科,柳鶯科,Phylloscopidae,family,NA,NA,NA,495,NA
1120,台灣/大陸畫眉,臺灣畫眉,Garrulax canorus/taewanus,speciesComplex,NA,NA,B0367,787,breed
1121,文鳥類,麻雀科,Passeridae,family,NA,NA,NA,735,NA
1122,馴化綠頭鴨,綠頭鴨(馴化),Anas platyrhynchos (Domestic type),species,NA,NA,B0076_domestic,825,domestic
1123,雜交鴨,雁鴨科,Anatidae,family,NA,NA,NA,1,NA
1124,鷺科,鷺科,Ardeidae,family,NA,NA,NA,101,NA
1125,雀鷹屬,雀鷹屬,Accipiter sp.,genus,NA,NA,NA,768,NA
1126,濱鷸屬,濱鷸屬,Calidris sp.,genus,NA,NA,NA,775,NA
1127,鷗屬,大鷗類,Larus sp.,genus,NA,NA,NA,757,NA
1128,鳩鴿科,鳩鴿科,Columbidae,family,NA,NA,NA,305,NA
1129,伯勞,伯勞科,Laniidae,family,NA,NA,NA,405,NA
1130,燕科,燕科,Hirundinidae,family,NA,NA,NA,446,NA
1131,短翅樹鶯複合群,短翅樹鶯複合種,Horornis diphone/canturians,speciesComplex,NA,NA,B0426,815,nonbreeding
1132,扇尾鶯,扇尾鶯屬,Cisticola sp.,genus,NA,NA,NA,765,NA
1133,八哥科,八哥科,Sturnidae,family,NA,NA,NA,650,NA
1134,鶺鴒屬,鶺鴒屬,Motacilla sp.,genus,NA,NA,NA,777,NA
1135,鷚屬,鷚屬,Anthus sp.,genus,NA,NA,NA,778,NA
1136,XX外來種,鳥綱,Aves sp.,class,NA,NA,NA,749,NA
1137,鳥,鳥綱,Aves sp.,class,NA,NA,NA,749,NA
1138,鴴科,鴴科,Charadriidae,family,NA,NA,NA,189,NA
1139,杓鷸屬,杓鷸屬,Numenius sp.,genus,NA,NA,NA,761,NA
1140,田鷸屬,田鷸屬,Gallinago sp.,genus,NA,NA,NA,760,NA
1141,雨燕屬,雨燕屬,Apus sp.,genus,NA,NA,NA,764,NA
1142,隼屬,隼屬,Falco sp.,genus,NA,NA,NA,767,NA
1143,歐亞/小雲雀,歐亞/小雲雀,Alauda arvensis/gulgula,speciesComplex,NA,NA,NA,828,nonbreeding
1144,樹鶯屬,樹鶯屬,Horornis sp.,genus,NA,NA,NA,773,NA
1145,鶯科,鶯科,Sylviidae,family,NA,NA,NA,547,NA
1146,小彎嘴畫眉,小彎嘴,Pomatorhinus musicus,species,NA,NA,B0374,562,breed
1147,大彎嘴畫眉,大彎嘴,Megapomatorhinus erythrocnemis,species,NA,NA,B0373,563,breed
1148,XX燕鷗,鷗科,Laridae,family,NA,NA,NA,268,NA
1149,鳥綱,鳥綱,Aves sp.,class,NA,NA,NA,749,NA
1150,梅花雀科,梅花雀科,Estrildidae,family,NA,NA,NA,739,NA
1151,伯勞科,伯勞科,Laniidae,family,NA,NA,NA,405,NA
1152,卷尾科,卷尾科,Dicruridae,family,NA,NA,NA,418,NA
1153,林鴝屬,林鴝屬,Tarsiger sp.,genus,NA,NA,NA,763,NA
1154,雨燕科,雨燕科,Apodidae,family,NA,NA,NA,354,NA
1155,扇尾鶯科,扇尾鶯科,Cisticolidae,family,NA,NA,NA,541,NA
1156,秧雞科,秧雞科,Rallidae,family,NA,NA,NA,161,NA
1157,針尾雨燕屬,針尾雨燕屬,Hirundapus sp.,genus,NA,NA,NA,766,NA
1158,隼科,隼科,Falconidae,family,NA,NA,NA,385,NA
1159,啄花科,啄花科,Dicaeidae,family,NA,NA,NA,665,NA
1160,日行性猛禽,日行性猛禽,Accipitriformes/Falconiformes sp.,class,NA,NA,NA,748,NA
1161,無尾目,無尾目,Anura sp.,nonAves,NA,NA,NA,849,NA
1162,百靈科,百靈科,Alaudidae,family,NA,NA,NA,441,NA
1163,翠鳥科,翠鳥科,Alcedinidae,family,NA,NA,NA,361,NA
1164,蝗鶯屬,蝗鶯屬,Locustella sp.,genus,NA,NA,NA,772,NA
1165,鴉科,鴉科,Corvidae,family,NA,NA,NA,428,NA
1166,小型鴴類,小型鴴類,Charadrius sp.,genus,NA,NA,NA,758,NA
1167,鵯科,鵯科,Pycnonotidae,family,NA,NA,NA,475,NA
1168,鷸科,鷸科,Scolopacidae,family,NA,NA,NA,205,NA
1169,鸚形目,鸚形目,Psittaciformes sp.,order,NA,NA,NA,747,introduced
1170,白氏/虎斑地鶇,虎鶇,Zoothera aurea/dauma,speciesComplex,NA,NA,B0408,788,nonbreeding
1171,寒林/凍原豆雁,寒林/凍原豆雁,Anser fabalis/serrirostris,speciesComplex,NA,NA,B0084MIX,810,nonbreeding
1172,番鴨(馴化),疣鼻棲鴨(馴化),Cairina moschata (Domestic type),species,NA,NA,NA,814,domestic
1173,紅面番鴨,疣鼻棲鴨(馴化),Cairina moschata (Domestic type),species,NA,NA,NA,814,domestic
1174,林鴛鴦(馴化),林鴛鴦(馴化),Aix sponsa (Domestic type),species,NA,NA,NA,795,domestic
1175,大八哥(叢八哥),大八哥(叢八哥),Acridotheres grandis,species,NA,NA,B0600,780,introduced
1176,食蟹獴,食蟹獴,Herpestes urva formosanus,nonAves,NA,NA,NA,846,NA
1177,八哥屬(黑八哥類),八哥屬(黑八哥類),Acridotheres sp. (black myna sp.),genus,unknown common name,名錄對照_大肚溪.xlsx(20170939),NA,756,NA
1178,蒙古/鐵嘴鴴,蒙古/鐵嘴鴴,Charadrius mongolus/leschenaultii,speciesComplex,NA,名錄對照_大肚溪.xlsx(20170957),NA,826,nonbreeding
1179,鸚鵡科,鸚鵡科,Psittacidae sp.,family,NA,名錄對照_大肚溪.xlsx(20170970),NA,755,introduced
1180,鴴形目,鴴形目,Charadriiformes sp.,order,NA,名錄對照_大肚溪.xlsx(20171031),NA,746,NA
1181,鳳頭鸚鵡科,鳳頭鸚鵡科,Cacatuidae sp.,family,NA,名錄對照_大肚溪.xlsx(20171125),NA,752,introduced
1182,海燕科,海燕科,Hydrobatidae,family,NA,名錄對照_大肚溪.xlsx(20171159),NA,77,NA
1183,牡丹鸚鵡屬,牡丹鸚鵡屬,Agapornis sp.,genus,NA,NA,NA,762,introduced
1184,綬帶屬,綬帶屬,Terpsiphone sp.,genus,NA,NA,NA,771,NA
1185,黃腹/水鷚,水鷚/黃腹鷚,Anthus spinoletta/rubescens,speciesComplex,NA,NA,NA,817,nonbreeding
1186,孔雀屬,孔雀屬,Pavo sp.,genus,NA,NA,NA,759,introduced
1187,扇尾鶯屬,扇尾鶯屬,Cisticola sp.,genus,NA,NA,NA,765,NA
1188,翼手目,翼手目,Chiroptera sp.,nonAves,NA,NA,NA,848,NA
1189,梅花鹿,臺灣梅花鹿,Cervus nippon taiouanus,nonAves,NA,NA,NA,856,NA
1190,臺灣梅花鹿,臺灣梅花鹿,Cervus nippon taiouanus,nonAves,NA,NA,NA,856,NA
1191,台灣梅花鹿,臺灣梅花鹿,Cervus nippon taiouanus,nonAves,NA,NA,NA,856,NA
1192,小花蔓澤蘭,小花蔓澤蘭,Mikania micrantha,nonAves,NA,NA,NA,857,NA
1193,銀膠菊,銀膠菊,Parthenium hysterophorus,nonAves,NA,NA,NA,858,NA
1195,鹿野氏鼴鼠,鹿野氏鼴鼠,Mogera kanoana,nonAves,NA,NA,NA,859,NA
1196,水鷚/黃腹鷚,水鷚/黃腹鷚,Anthus spinoletta/rubescens,speciesComplex,NA,NA,NA,817,nonbreeding
1197,穉鷸,紅胸濱鷸,Calidris ruficollis,species,NA,NA,B0195,235,nonbreeding
1198,丹氏穉鷸,丹氏濱鷸,Calidris temminckii,species,NA,NA,B0197,232,nonbreeding
1199,鷗,鷗科,Laridae,family,NA,NA,NA,268,NA
1200,琵鷺,琵鷺屬,Platalea sp.,genus,NA,NA,NA,860,NA
1201,鴨,雁鴨科,Anatidae,family,NA,NA,NA,1,NA
1202,老鼠,嚙齒目,Order Rodentia,nonAves,NA,NA,NA,861,NA
1203,織女銀鷗,銀鷗,Larus argentatus,species,NA,NA,B0243,283,nonbreeding
1204,斯氏繡眼,斯氏繡眼,Zosterops simplex,species,NA,NA,B0499,558,breed
1205,日菲繡眼,日菲繡眼,Zosterops japonicus,species,NA,NA,NA,862,nonbreeding
1206,松鼠科,松鼠科,Sciuridae,nonAves,NA,NA,NA,863,NA
1207,莫氏樹蛙,莫氏樹蛙,Zhangixalus moltrechti,nonAves,NA,NA,NA,864,NA
1208,環頸潛鴨,環頸潛鴨,Aythya collaris,species,NA,NA,NA,865,nonbreeding
1209,白喉林鴿,白喉林鴿,Columba vitiensis,species,NA,NA,NA,866,nonbreeding
1210,方尾烏鵑,方尾烏鵑,Surniculus lugubris,species,NA,NA,NA,867,nonbreeding
1211,西方秧雞,西方秧雞,Rallus aquaticus,species,NA,NA,NA,868,nonbreeding
1212,沙丘鶴,沙丘鶴,Antigone canadensis,species,NA,NA,NA,869,nonbreeding
1213,孤田鷸,孤田鷸,Gallinago solitaria,species,NA,NA,NA,870,nonbreeding
1214,印度池鷺,印度池鷺,Ardeola grayii,species,NA,NA,NA,871,nonbreeding
1215,靴隼鵰,靴隼鵰,Hieraaetus pennatus,species,NA,NA,NA,872,nonbreeding
1216,西方澤鵟,西方澤鵟,Circus aeruginosus,species,NA,NA,NA,873,nonbreeding
1217,赤背三趾翠鳥,赤背三趾翠鳥,Ceyx rufidorsa,species,NA,NA,NA,874,nonbreeding
1218,藍頰蜂虎,藍頰蜂虎,Merops persicus,species,NA,NA,NA,875,nonbreeding
1219,荒漠伯勞,荒漠伯勞,Lanius isabellinus,species,NA,NA,NA,876,nonbreeding
1220,灰背伯勞,灰背伯勞,Lanius tephronotus,species,NA,NA,NA,877,nonbreeding
1221,鈍翅葦鶯,鈍翅葦鶯,Acrocephalus concinens,species,NA,NA,NA,878,nonbreeding
1222,赤褐蝗鶯,赤褐蝗鶯,Locustella mandelli,species,NA,NA,NA,879,nonbreeding
1223,山藍仙鶲,山藍仙鶲,Cyornis banyumas,species,NA,NA,NA,880,nonbreeding
1224,鏽胸藍姬鶲,鏽胸藍姬鶲,Ficedula erithacus,species,NA,NA,NA,881,nonbreeding
1225,稻田鷚,稻田鷚,Anthus rufulus,species,NA,NA,NA,882,nonbreeding
1226,赤胸朱頂雀,赤胸朱頂雀,Linaria cannabina,species,NA,NA,NA,883,nonbreeding
1227,紅交嘴雀,紅交嘴雀,Loxia curvirostra,species,NA,NA,NA,884,nonbreeding
1228,稀樹草鵐,稀樹草鵐,Passerculus sandwichensis,species,NA,NA,NA,885,nonbreeding
1229,灰腰金絲燕,灰腰金絲燕,Collocalia marginata,species,NA,NA,NA,886,nonbreeding
1230,酒紅朱雀vinaceus亞種,酒紅朱雀,Carpodacus vinaceus,species,NA,NA,NA,887,nonbreeding
1231,臺灣/大陸畫眉,臺灣畫眉,Garrulax canorus/taewanus,speciesComplex,NA,NA,B0367,787,breed
1232,亞洲輝椋鳥,亞洲輝椋鳥,Aplonis panayensis,species,NA,NA,B0483,651,introduced
1233,鏽鵐,鏽鵐,Emberiza rutila,species,NA,NA,B0530,712,nonbreeding
1234,臺灣野兔,臺灣野兔,Lepus sinensis formosus,nonAves,NA,NA,NA,840,NA
1235,東亞秧雞,東亞秧雞,Rallus indicus,species,NA,名錄對照_大肚溪.xlsx(20170980),B0168,165,nonbreeding
1236,巴丹鸚鵡,鳳頭鸚鵡屬,Cacatua sp.,genus,NA,NA,NA,888,introduced
1237,鱗胸鷦鶥,臺灣鷦眉,Pnoepyga formosana,species,NA,NA,B0372,487,breed
1238,電報鳥,臺灣叢樹鶯,Locustella alishanensis,species,NA,NA,B0424,540,breed
1239,褐色叢樹鶯,臺灣叢樹鶯,Locustella alishanensis,species,NA,NA,B0424,540,breed
1240,紅胸啄花鳥,紅胸啄花,Dicaeum ignipectus,species,NA,NA,B0498,667,breed
1241,綠啄花鳥,綠啄花,Dicaeum minullum,species,NA,NA,B0497,666,breed
1242,小鷿鷉,小鸊鷉,Tachybaptus ruficollis,species,NA,NA,B0007,58,breed
1243,小鷿鵜,小鸊鷉,Tachybaptus ruficollis,species,NA,NA,B0007,58,breed
1244,灰頭文鳥,灰頭文鳥,Lonchura caniceps,species,NA,NA,NA,889,introduced
1245,無,NN,NA,nonAves,NA,NA,NA,855,NA
1246,林雕,林鵰,Ictinaetus malaiensis,species,NA,NA,B0129,140,breed
1247,布穀,大杜鵑,Cuculus canorus,species,NA,NA,B0281,334,nonbreeding
1248,其他（填於備註欄）,鳥綱,Aves sp.,class,NA,NA,NA,749,NA
1249,F_艾氏樹蛙,艾氏樹蛙,Kurixalus eiffingeri,nonAves,NA,NA,NA,890,NA
1250,M_台灣水鹿,臺灣水鹿,Rusa unicolor swinhoei,nonAves,NA,NA,NA,839,NA
1251,M_條紋松鼠,條紋松鼠,Tamiops maritimus formosanus,nonAves,NA,NA,NA,845,NA
1252,R_疣尾蝎虎,疣尾蝎虎,Hemidactylus frenatus,nonAves,NA,NA,NA,891,NA
1253,古氏赤蛙,福建大頭蛙,Limnonectes fujianensis,nonAves,NA,NA,NA,892,NA
1254,家鴿,野鴿,Columba livia,species,NA,NA,B0269,306,introduced
1255,燕雀目,雀形目,Passeriformes sp.,order,NA,NA,NA,745,NA
1256,玄鳳鸚鵡,玄鳳鸚鵡,Nymphicus hollandicus,species,NA,NA,NA,893,introduced
1257,白頷樹蛙,布氏樹蛙,Polypedates braueri,nonAves,NA,NA,NA,894,NA
1258,金翼,臺灣噪眉,Trochalopteron morrisonianum,species,NA,NA,B0368,574,breed
1259,面天樹蛙,面天樹蛙,Kurixalus idiootocus,nonAves,NA,NA,NA,895,NA
1260,麻鷺屬,麻鷺屬,Gorsachius,genus,NA,NA,NA,898,NA
1261,臺灣長鬃山羊,長鬃山羊,Capricornis swinhoei,nonAves,NA,NA,NA,844,NA
1262,高砂熊蟬,高砂熊蟬,Cryptotympana takasagona,nonAves,NA,NA,NA,899,NA
1263,脊椎動物門,脊索動物門,Chordata,phylum,NA,NA,NA,896,NA
1264,脊索動物門,脊索動物門,Chordata,phylum,NA,NA,NA,896,NA
1265,紅耳泥龜,紅耳泥龜,Trachemys scripta,nonAves,NA,NA,NA,900,introduced
1266,灰雁(馴化),灰雁(馴化),Anser anser (Domestic type),species,NA,NA,NA,901,introduced
1267,白鵜鶘,白鵜鶘,Pelecanus onocrotalus,species,NA,NA,NA,902,introduced
1268,台灣鼴鼠,臺灣鼴鼠,Mogera insularis insularis,nonAves,NA,NA,NA,903,NA
1269,XX毛腳燕,毛腳燕屬,Delichon,genus,NA,NA,NA,904,NA
1270,鷦鶯屬(XX鷦鶯),鷦鶯屬,Prinia,genus,NA,NA,NA,897,NA
1271,毛腳燕屬,毛腳燕屬,Delichon,genus,NA,NA,NA,904,NA
1272,鷦鶯屬,鷦鶯屬,Prinia,genus,NA,NA,NA,897,NA
1273,斑頭雁,斑頭雁,Anser indicus,species,NA,TWBF2023,NA,905,nonbreeding
1274,黑領高蹺鴴,黑領高蹺鴴,Himantopus leucocephalus,species,NA,TWBF2023,NA,906,breed
1275,白臉鴴,白臉鴴,Charadrius dealbatus,species,NA,TWBF2023,NA,907,nonbreeding
1276,歐亞海鷗,歐亞海鷗,Larus canus,species,NA,TWBF2023,NA,282,nonbreeding
1277,黃蹼洋海燕,黃蹼洋海燕,Oceanites oceanicus,species,NA,TWBF2023,NA,909,nonbreeding
1278,索氏圓尾鸌,索氏圓尾鸌,Pterodroma solandri,species,NA,TWBF2023,NA,910,nonbreeding
1279,黑細鸌,黑細鸌,Puffinus nativitatis,species,NA,TWBF2023,NA,911,nonbreeding
1280,聖誕島軍艦鳥,聖誕島軍艦鳥,Fregata andrewsi,species,NA,TWBF2023,NA,912,nonbreeding
1281,金鵰,金鵰,Aquila chrysaetos,species,NA,TWBF2023,NA,913,nonbreeding
1282,歐亞鵟,歐亞鵟,Buteo buteo,species,NA,TWBF2023,NA,914,nonbreeding
1283,菲律賓扇尾鶲,菲律賓扇尾鶲,Rhipidura nigritorquis,species,NA,TWBF2023,NA,915,nonbreeding
1284,西方灰伯勞,西方灰伯勞,Lanius excubitor,species,NA,TWBF2023,NA,916,nonbreeding
1285,黑臉噪眉,黑臉噪眉,Pterorhinus perspicillatus,species,NA,TWBF2023,NA,918,nonbreeding
1286,中華藍仙鶲,中華藍仙鶲,Cyornis glaucicomans,species,NA,TWBF2023,NA,919,nonbreeding
1287,臺灣白眉林鴝,臺灣白眉林鴝,Tarsiger formosanus,species,NA,TWBF2023,B0404,608,breed
1288,琉球姬鶲,琉球姬鶲,Ficedula owstoni,species,NA,TWBF2023,NA,921,nonbreeding
1289,圃鵐,圃鵐,Emberiza hortulana,species,NA,TWBF2023,NA,922,nonbreeding
1290,黃喉黑臉鵐,黃喉黑臉鵐,Emberiza personata,species,NA,TWBF2023,NA,923,nonbreeding
1291,紐澳紅嘴鷗,紐澳紅嘴鷗,Chroicocephalus novaehollandiae,species,NA,TWBF2023,NA,273,nonbreeding
1292,所羅門鸌,所羅門鸌,Puffinus heinrothi,species,NA,TWBF2023,NA,925,nonbreeding
1293,大黃腹琉璃,大黃腹琉璃,Niltava oatesi,species,NA,TWBF2023,NA,926,nonbreeding
1294,鴻雁(馴化),鴻雁(馴化),Anser cygnoides (Domestic type),species,NA,NA,NA,927,domestic
1295,哺乳綱,哺乳綱,Mammalia,nonAves,NA,NA,NA,928,NA
1296,紫斑蝶屬,紫斑蝶屬,Euploea,nonAves,NA,NA,NA,929,NA
1296,疣鼻棲x綠頭鴨(雜交),疣鼻棲x綠頭鴨(雜交),Cairina moschata x Anas platyrhynchos,speciesHybrid,NA,NA,NA,930,domestic
